629;Paradise Cay - Hall MS;[629101, 629201, 629301, 629401, 629501, 629302, 629102, 629202, 629402, 629502];[07:37, 07:37, 07:37, 07:37, 07:37, 13:55, 15:10, 15:10, 15:10, 15:10];[[0], [1], [2], [3], [4], [2], [0], [1], [3], [4]]
30;Canal - Downtown San Rafael;[30002, 30502, 30802, 30001, 30801, 30501, 30004, 30804, 30504, 30003, 30503, 30803, 30006, 30806, 30506, 30005, 30505, 30805, 30008, 30808, 30508, 30007, 30507, 30807, 30010, 30810, 30510, 30009, 30012, 30011, 30014, 30013, 30016, 30015, 30018, 30017, 30020, 30019, 30022, 30021, 30024, 30023, 30026, 30025, 30028, 30027, 30030, 30029, 30032, 30031, 30034, 30033, 30036, 30509, 30809, 30512, 30812, 30511, 30035, 30811, 30814, 30038, 30514, 30813, 30513, 30037, 30816, 30040, 30516, 30515, 30039, 30815, 30818, 30042, 30518, 30817, 30041, 30517, 30820, 30044, 30520, 30519, 30043, 30819, 30522, 30046, 30822, 30045, 30821, 30521, 30524, 30824, 30048, 30047, 30823, 30523, 30050, 30826, 30526, 30049, 30825, 30525, 30528, 30052, 30828, 30051, 30827, 30527, 30830, 30530, 30054, 30053, 30529, 30829, 30832, 30056, 30532, 30055, 30831, 30531, 30058, 30834, 30534];[05:03, 05:08, 05:08, 05:25, 05:30, 05:30, 05:33, 05:38, 05:38, 05:55, 06:00, 06:00, 06:03, 06:08, 06:08, 06:25, 06:30, 06:30, 06:33, 06:38, 06:38, 06:55, 07:00, 07:00, 07:03, 07:08, 07:08, 07:25, 07:33, 07:55, 08:03, 08:25, 08:33, 08:55, 09:03, 13:50, 13:58, 14:20, 14:28, 14:50, 14:58, 15:20, 15:28, 15:50, 15:58, 16:20, 16:28, 16:50, 16:58, 17:20, 17:28, 17:50, 17:58, 20:30, 20:30, 20:38, 20:38, 21:00, 21:00, 21:00, 21:08, 21:08, 21:08, 21:30, 21:30, 21:30, 21:38, 21:38, 21:38, 22:00, 22:00, 22:00, 22:08, 22:08, 22:08, 22:30, 22:30, 22:30, 22:38, 22:38, 22:38, 23:00, 23:00, 23:00, 23:08, 23:08, 23:08, 23:30, 23:30, 23:30, 23:38, 23:38, 23:38, 24:00, 24:00, 24:00, 24:08, 24:08, 24:08, 24:30, 24:30, 24:30, 24:38, 24:38, 24:38, 25:00, 25:00, 25:00, 25:08, 25:08, 25:08, 25:30, 25:30, 25:30, 25:38, 25:38, 25:38, 26:00, 26:00, 26:00, 26:08, 26:08, 26:08];[[0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [5], [0, 1, 2, 3, 4], [6], [6], [0, 1, 2, 3, 4], [5], [6], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [5], [5], [0, 1, 2, 3, 4], [6], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5]]
625;Lagunitas - Sir Francis Drake HS - San Anselmo Hub;[625301, 625602, 625101, 625201, 625401, 625601, 625102, 625202, 625302, 625402];[14:25, 14:35, 15:15, 15:15, 15:15, 15:32, 15:48, 15:48, 15:48, 15:48];[[2], [4], [0], [1], [3], [4], [0], [1], [2], [3]]
654;Olive - Novato Loop;[654301, 654101, 654201, 654401, 654601];[13:20, 14:20, 14:20, 14:20, 14:20];[[2], [0], [1], [3], [4]]
613;Paradise Cay - Redwood HS;[613102, 613202, 613302, 613402, 613602, 613301, 613101, 613201, 613401, 613601, 613303, 613603, 613103, 613203, 613403];[07:42, 07:42, 07:42, 07:42, 07:42, 13:50, 15:05, 15:05, 15:05, 15:05, 15:05, 15:30, 15:35, 15:45, 15:45];[[0], [1], [2], [3], [4], [2], [0], [1], [3], [4], [2], [4], [0], [1], [3]]
619;Tiburon - Redwood HS;[619102, 619202, 619302, 619402, 619104, 619204, 619304, 619404, 619602, 619604, 619303, 619305, 619601, 619603, 619103, 619105, 619203, 619403, 619205, 619405];[07:35, 07:35, 07:35, 07:35, 07:37, 07:37, 07:37, 07:37, 08:13, 08:15, 15:05, 15:10, 15:25, 15:30, 15:35, 15:45, 15:45, 15:45, 15:50, 15:50];[[0], [1], [2], [3], [0], [1], [2], [3], [4], [4], [2], [2], [4], [4], [0], [0], [1], [3], [1], [3]]
71;Novato - Marin City;[71801, 71501, 71001, 71803, 71503, 71003, 71002, 71802, 71502, 71005, 71805, 71505, 71004, 71804, 71504, 71007, 71807, 71507, 71006, 71009, 71806, 71506, 71809, 71509, 71008, 71011, 71808, 71508, 71811, 71511, 71010, 71810, 71510, 71013, 71813, 71513, 71012, 71812, 71512, 71015, 71515, 71815, 71014, 71814, 71514, 71017, 71517, 71817, 71016, 71516, 71816, 71819, 71519, 71019, 71018, 71818, 71518, 71821, 71521, 71021, 71020, 71820, 71520, 71523, 71823, 71023, 71022, 71522, 71822, 71825, 71525, 71025, 71024, 71824, 71524, 71827, 71527, 71027, 71026, 71826, 71526, 71829, 71529, 71029, 71028, 71828, 71528, 71531, 71831, 71031, 71030, 71530, 71830, 71533, 71833, 71033, 71032, 71832, 71532, 71535, 71835, 71035, 71034, 71834, 71534, 71036, 71537, 71837, 71037, 71536, 71836, 71039, 71038, 71539, 71839, 71538, 71838, 71041, 71040, 71541, 71841, 71540, 71840, 71042, 71843, 71043, 71543, 71842, 71542, 71044, 71545, 71045, 71845, 71544, 71844, 71047, 71046, 71847, 71547, 71546, 71846, 71049, 71048, 71549, 71849, 71548, 71848, 71051, 71551, 71851, 71050, 71850, 71550, 71853, 71553, 71052, 71053, 71852, 71552, 71555, 71855, 71055, 71054, 71857, 71557, 71057, 71056, 71554, 71854, 71859, 71559, 71059, 71058, 71856, 71556, 71861, 71561, 71061, 71060, 71558, 71858, 71563, 71863, 71063, 71062, 71560, 71860, 71865, 71565, 71064, 71862, 71562];[05:28, 05:28, 05:30, 05:58, 05:58, 06:00, 06:03, 06:04, 06:04, 06:20, 06:28, 06:28, 06:33, 06:34, 06:34, 06:38, 06:58, 06:58, 07:03, 07:03, 07:04, 07:04, 07:28, 07:28, 07:33, 07:33, 07:34, 07:34, 07:58, 07:58, 08:03, 08:04, 08:04, 08:08, 08:28, 08:28, 08:33, 08:34, 08:34, 08:38, 08:58, 08:58, 09:03, 09:04, 09:04, 09:25, 09:28, 09:28, 09:33, 09:34, 09:34, 09:58, 09:58, 10:00, 10:03, 10:04, 10:04, 10:28, 10:28, 10:30, 10:33, 10:34, 10:34, 10:58, 10:58, 11:00, 11:03, 11:04, 11:04, 11:28, 11:28, 11:30, 11:33, 11:34, 11:34, 11:58, 11:58, 12:00, 12:03, 12:04, 12:04, 12:28, 12:28, 12:30, 12:33, 12:34, 12:34, 12:58, 12:58, 13:00, 13:03, 13:04, 13:04, 13:28, 13:28, 13:30, 13:33, 13:34, 13:34, 13:58, 13:58, 14:00, 14:01, 14:04, 14:04, 14:28, 14:28, 14:28, 14:30, 14:34, 14:34, 14:54, 14:58, 14:58, 14:58, 15:04, 15:04, 15:24, 15:28, 15:28, 15:28, 15:34, 15:34, 15:56, 15:58, 15:58, 15:58, 16:04, 16:04, 16:26, 16:28, 16:28, 16:28, 16:34, 16:34, 16:54, 16:56, 16:58, 16:58, 17:04, 17:04, 17:24, 17:26, 17:28, 17:28, 17:34, 17:34, 17:54, 17:58, 17:58, 18:00, 18:04, 18:04, 18:28, 18:28, 18:30, 18:30, 18:34, 18:34, 18:58, 18:58, 19:00, 19:03, 19:28, 19:28, 19:30, 19:33, 19:34, 19:34, 20:28, 20:28, 20:30, 20:33, 20:34, 20:34, 21:28, 21:28, 21:30, 21:33, 21:34, 21:34, 22:28, 22:28, 22:30, 22:33, 22:34, 22:34, 23:28, 23:28, 23:33, 23:34, 23:34];[[6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [5], [6], [5], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [6], [5]]
57;Downtown San Rafael - Novato;[57002, 57006, 57003, 57005, 57001, 57008, 57502, 57802, 57007, 57010, 57012, 57501, 57801, 57804, 57504, 57009, 57014, 57503, 57803, 57806, 57506, 57011, 57016, 57805, 57505, 57808, 57508, 57013, 57018, 57807, 57507, 57510, 57810, 57015, 57020, 57809, 57509, 57022, 57812, 57512, 57019, 57024, 57811, 57511, 57514, 57814, 57023, 57044, 57026, 57028, 57813, 57513, 57025, 57816, 57516, 57027, 57030, 57815, 57515, 57032, 57818, 57518, 57029, 57034, 57036, 57517, 57817, 57520, 57820, 57031, 57519, 57819, 57038, 57822, 57522, 57033, 57821, 57521, 57040, 57524, 57824, 57035, 57523, 57823, 57042, 57037];[06:22, 06:54, 07:10, 07:30, 07:38, 07:56, 08:27, 08:27, 08:30, 08:30, 09:10, 09:14, 09:14, 09:27, 09:27, 09:30, 10:10, 10:14, 10:14, 10:27, 10:27, 10:30, 11:10, 11:14, 11:14, 11:26, 11:26, 11:30, 12:10, 12:16, 12:16, 12:26, 12:26, 12:30, 13:08, 13:16, 13:16, 13:20, 13:26, 13:26, 13:30, 14:05, 14:16, 14:16, 14:26, 14:26, 14:30, 14:32, 14:35, 15:05, 15:16, 15:16, 15:18, 15:26, 15:26, 15:30, 16:00, 16:16, 16:16, 16:17, 16:26, 16:26, 16:30, 16:32, 17:09, 17:16, 17:16, 17:26, 17:26, 17:30, 18:16, 18:16, 18:17, 18:26, 18:26, 18:30, 19:16, 19:16, 19:17, 19:26, 19:26, 19:30, 20:16, 20:16, 20:22, 20:30];[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]
17;Downtown San Rafael - Sausalito;[17001, 17003, 17801, 17501, 17005, 17002, 17007, 17004, 17006, 17503, 17803, 17009, 17802, 17502, 17008, 17011, 17805, 17505, 17013, 17504, 17804, 17015, 17010, 17017, 17507, 17807, 17806, 17506, 17012, 17019, 17014, 17021, 17509, 17809, 17808, 17508, 17016, 17023, 17511, 17025, 17811, 17810, 17510, 17018, 17020, 17027, 17813, 17513, 17512, 17812, 17022, 17029, 17024, 17515, 17031, 17815, 17814, 17514, 17026, 17028, 17517, 17817, 17033, 17516, 17816, 17030, 17035, 17032, 17519, 17037, 17819, 17818, 17518, 17034, 17036, 17038, 17821, 17521, 17039, 17520, 17820, 17041, 17043, 17823, 17523, 17040, 17822, 17522, 17525, 17045, 17825, 17042, 17824, 17524, 17826, 17526, 17047, 17527, 17827, 17044, 17828, 17046, 17528, 17049, 17829, 17529, 17830, 17048, 17530, 17051, 17831, 17531, 17832, 17050, 17532];[05:30, 06:00, 06:30, 06:30, 06:30, 06:41, 07:00, 07:06, 07:28, 07:30, 07:30, 07:30, 07:39, 07:39, 07:56, 08:00, 08:30, 08:30, 08:30, 08:39, 08:39, 09:00, 09:07, 09:30, 09:30, 09:30, 09:32, 09:32, 09:37, 10:00, 10:07, 10:30, 10:30, 10:30, 10:32, 10:32, 10:37, 11:00, 11:30, 11:30, 11:30, 11:32, 11:32, 11:37, 12:07, 12:30, 12:30, 12:30, 12:32, 12:32, 12:37, 13:00, 13:07, 13:30, 13:30, 13:30, 13:32, 13:32, 13:37, 14:07, 14:30, 14:30, 14:30, 14:32, 14:32, 14:37, 15:00, 15:05, 15:30, 15:30, 15:30, 15:32, 15:32, 15:33, 16:03, 16:28, 16:30, 16:30, 16:30, 16:34, 16:34, 17:00, 17:30, 17:30, 17:30, 17:32, 17:39, 17:39, 18:30, 18:30, 18:30, 18:37, 18:39, 18:39, 19:28, 19:28, 19:30, 19:30, 19:30, 19:37, 20:28, 20:28, 20:28, 20:30, 20:30, 20:30, 21:28, 21:28, 21:28, 21:30, 21:30, 21:30, 22:28, 22:28, 22:28];[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [5], [6], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [5], [6], [0, 1, 2, 3, 4], [5]]
35;Canal - Northgate;[35001, 35801, 35501, 35003, 35002, 35503, 35005, 35803, 35004, 35802, 35502, 35805, 35007, 35505, 35006, 35504, 35804, 35009, 35507, 35807, 35008, 35506, 35806, 35509, 35809, 35011, 35010, 35808, 35508, 35511, 35811, 35013, 35012, 35810, 35510, 35513, 35813, 35015, 35014, 35812, 35512, 35815, 35515, 35017, 35016, 35814, 35514, 35517, 35817, 35019, 35018, 35816, 35516, 35519, 35819, 35021, 35020, 35518, 35818, 35521, 35821, 35023, 35820, 35022, 35520, 35523, 35823, 35025, 35024, 35822, 35522, 35525, 35825, 35027, 35026, 35524, 35824, 35827, 35527, 35029, 35526, 35028, 35826, 35829, 35529, 35031, 35528, 35828, 35030, 35831, 35531, 35033, 35830, 35530, 35032, 35035, 35533, 35833, 35532, 35832, 35034, 35535, 35835, 35037, 35534, 35834, 35036, 35039, 35837, 35537, 35836, 35536, 35038, 35041, 35539, 35839, 35838, 35538, 35040, 35541, 35043, 35841, 35042, 35540, 35840, 35543, 35045, 35843, 35044, 35542, 35842, 35545, 35845, 35047, 35046, 35844, 35544, 35547, 35847, 35049, 35048, 35546, 35846, 35549, 35849, 35051, 35548, 35050, 35848, 35053, 35850, 35550, 35052, 35851, 35551, 35055, 35054, 35057, 35056, 35852, 35552, 35058, 35059, 35060, 35061, 35062];[06:05, 06:35, 06:35, 06:35, 06:38, 07:05, 07:05, 07:05, 07:08, 07:08, 07:08, 07:35, 07:35, 07:35, 07:38, 07:38, 07:38, 08:05, 08:05, 08:05, 08:08, 08:08, 08:08, 08:35, 08:35, 08:35, 08:38, 08:38, 08:38, 09:05, 09:05, 09:07, 09:08, 09:08, 09:08, 09:35, 09:35, 09:37, 09:38, 09:38, 09:38, 10:05, 10:05, 10:07, 10:08, 10:08, 10:08, 10:35, 10:35, 10:37, 10:38, 10:38, 10:38, 11:05, 11:05, 11:07, 11:08, 11:08, 11:08, 11:35, 11:35, 11:37, 11:38, 11:38, 11:38, 12:05, 12:05, 12:07, 12:08, 12:08, 12:08, 12:35, 12:35, 12:37, 12:38, 12:38, 12:38, 13:05, 13:05, 13:07, 13:08, 13:08, 13:08, 13:35, 13:35, 13:37, 13:38, 13:38, 13:38, 14:05, 14:05, 14:07, 14:08, 14:08, 14:08, 14:35, 14:35, 14:35, 14:38, 14:38, 14:38, 15:05, 15:05, 15:05, 15:08, 15:08, 15:08, 15:21, 15:35, 15:35, 15:38, 15:38, 15:38, 15:51, 16:05, 16:05, 16:08, 16:08, 16:08, 16:35, 16:35, 16:35, 16:38, 16:38, 16:38, 17:05, 17:05, 17:05, 17:08, 17:08, 17:08, 17:35, 17:35, 17:35, 17:38, 17:38, 17:38, 18:05, 18:05, 18:05, 18:08, 18:08, 18:08, 18:35, 18:35, 18:37, 18:38, 18:38, 18:38, 19:07, 19:08, 19:08, 19:08, 19:35, 19:35, 19:37, 19:38, 20:07, 20:08, 20:08, 20:08, 20:38, 20:57, 21:28, 21:57, 22:28];[[0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [6], [5], [6], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [6], [5], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [6], [5], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [5], [6], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [5], [6], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [5], [6], [5], [6], [0, 1, 2, 3, 4], [5], [0, 1, 2, 3, 4], [6], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [6], [5], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]
